행정구역,2020년04월_총인구수,Column1
경기도 양평군 양서면(4183033000),13212,
경기도 양평군 옥천면(4183034000),7759,
경기도 양평군 서종면(4183035000),9537,
경기도 양평군 단월면(4183036000),3878,
경기도 양평군 청운면(4183037000),3731,
경기도 양평군 양동면(4183038000),4576,
경기도 양평군 지평면(4183039500),6808,
경기도 양평군 용문면(4183040000),17334,
경기도 양평군 개군면(4183041000),5117,
강원도  (4200000000),1537780,
강원도 춘천시 (4211000000),281492,
강원도 춘천시 신북읍(4211025000),7813,
강원도 춘천시 동면(4211031000),19682,
강원도 춘천시 동산면(4211032000),1500,
강원도 춘천시 신동면(4211033000),2588,
강원도 춘천시 남면(4211034000),1096,
강원도 춘천시 서면(4211035000),3890,
강원도 춘천시 사북면(4211036000),2573,
강원도 춘천시 북산면(4211038000),957,
강원도 춘천시 동내면(4211039000),17292,
강원도 춘천시 남산면(4211040000),3550,
강원도 춘천시 교동(4211052000),3603,
강원도 춘천시 조운동(4211053000),2978,
강원도 춘천시 약사명동(4211054500),2354,
강원도 춘천시 근화동(4211057000),8946,
강원도 춘천시 소양동(4211058000),10025,
강원도 춘천시 후평1동(4211060000),12022,
강원도 춘천시 후평2동(4211061000),15210,
강원도 춘천시 후평3동(4211061100),21416,
강원도 춘천시 효자1동(4211062000),4655,
강원도 춘천시 효자2동(4211063000),11943,
강원도 춘천시 효자3동(4211064000),4640,
강원도 춘천시 석사동(4211065000),35894,
강원도 춘천시 퇴계동(4211066000),49512,
강원도 춘천시 강남동(4211067500),16868,
강원도 춘천시 신사우동(4211070500),20485,
강원도 원주시 (4213000000),351421,
강원도 원주시 문막읍(4213025000),18053,
강원도 원주시 소초면(4213031000),8743,
강원도 원주시 호저면(4213032000),3792,
강원도 원주시 지정면(4213033000),24608,
강원도 원주시 부론면(4213035000),2281,
강원도 원주시 귀래면(4213036000),2194,
강원도 원주시 흥업면(4213037000),8809,
강원도 원주시 판부면(4213038000),7332,
강원도 원주시 신림면(4213039000),3644,
강원도 원주시 중앙동(4213051500),2851,
강원도 원주시 원인동(4213052000),5305,
강원도 원주시 개운동(4213053000),13076,
강원도 원주시 명륜1동(4213054100),8884,
강원도 원주시 명륜2동(4213054200),15895,
강원도 원주시 단구동(4213055000),43028,
강원도 원주시 일산동(4213056000),8818,
강원도 원주시 학성동(4213057500),5051,
강원도 원주시 단계동(4213059000),27617,
강원도 원주시 우산동(4213060000),13789,
강원도 원주시 태장1동(4213061000),9801,
강원도 원주시 태장2동(4213062000),25106,
강원도 원주시 봉산동(4213063500),8470,
강원도 원주시 행구동(4213065000),7516,
강원도 원주시 무실동(4213066000),33245,
강원도 원주시 반곡관설동(4213067500),43513,
강원도 강릉시 (4215000000),213037,
강원도 강릉시 주문진읍(4215025000),16330,
강원도 강릉시 성산면(4215031000),3412,
강원도 강릉시 왕산면(4215032000),1614,
강원도 강릉시 구정면(4215033000),4090,
강원도 강릉시 강동면(4215034000),4393,
강원도 강릉시 옥계면(4215035000),3626,
강원도 강릉시 사천면(4215036000),4508,
강원도 강릉시 연곡면(4215037000),6622,
강원도 강릉시 홍제동(4215051000),15464,
강원도 강릉시 중앙동(4215052000),5110,
강원도 강릉시 옥천동(4215054000),3391,
강원도 강릉시 교1동(4215055000),26050,
강원도 강릉시 교2동(4215056000),7919,
강원도 강릉시 포남1동(4215057100),10596,
강원도 강릉시 포남2동(4215057200),13315,
강원도 강릉시 초당동(4215058000),4889,
강원도 강릉시 송정동(4215059000),8912,
강원도 강릉시 내곡동(4215060000),16817,
강원도 강릉시 강남동(4215061500),18376,
강원도 강릉시 성덕동(4215064500),28926,
강원도 강릉시 경포동(4215066500),8677,
강원도 동해시 (4217000000),90233,
강원도 동해시 천곡동(4217051000),30204,
강원도 동해시 송정동(4217052000),4222,
강원도 동해시 북삼동(4217053000),19728,
강원도 동해시 부곡동(4217054000),5319,
강원도 동해시 동호동(4217055000),5272,
강원도 동해시 발한동(4217057000),3692,
강원도 동해시 묵호동(4217059000),3208,
강원도 동해시 북평동(4217060000),11828,
강원도 동해시 망상동(4217063000),3741,
강원도 동해시 삼화동(4217065000),3019,
강원도 태백시 (4219000000),43251,
강원도 태백시 황지동(4219051500),6534,
강원도 태백시 황연동(4219052500),4540,
강원도 태백시 삼수동(4219053500),6104,
강원도 태백시 상장동(4219054000),13752,
강원도 태백시 문곡소도동(4219058500),3969,
강원도 태백시 장성동(4219059500),3534,
강원도 태백시 구문소동(4219060500),2657,
강원도 태백시 철암동(4219061500),2161,
강원도 속초시 (4221000000),81713,
강원도 속초시 영랑동(4221051000),4684,
강원도 속초시 동명동(4221052000),3918,
강원도 속초시 금호동(4221054000),6376,
강원도 속초시 교동(4221056000),9890,
강원도 속초시 노학동(4221057000),21748,
강원도 속초시 조양동(4221058000),27358,
강원도 속초시 청호동(4221059000),4526,
강원도 속초시 대포동(4221060000),3213,
강원도 삼척시 (4223000000),65887,
강원도 삼척시 도계읍(4223025000),10231,
강원도 삼척시 원덕읍(4223025300),3340,
강원도 삼척시 원덕읍임원출장소(4223025400),1735,
강원도 삼척시 근덕면(4223031000),5224,
강원도 삼척시 하장면(4223032000),1356,
강원도 삼척시 노곡면(4223033000),715,
강원도 삼척시 미로면(4223034000),1888,
강원도 삼척시 가곡면(4223035000),706,
강원도 삼척시 신기면(4223036000),678,
강원도 삼척시 남양동(4223051000),7798,
강원도 삼척시 교동(4223053000),14740,
강원도 삼척시 정라동(4223054000),9233,
강원도 삼척시 성내동(4223057000),8243,
강원도 홍천군 (4272000000),68688,
강원도 홍천군 홍천읍(4272025000),34736,
강원도 홍천군 화촌면(4272031000),4600,
강원도 홍천군 두촌면(4272032000),2373,
강원도 홍천군 내촌면(4272033000),2366,
강원도 홍천군 서석면(4272034000),3778,
강원도 홍천군 동면(4272035000),3914,
강원도 홍천군 남면(4272036000),5965,
강원도 홍천군 서면(4272037000),3788,
강원도 홍천군 북방면(4272038000),3923,
강원도 홍천군 내면(4272039000),3245,
강원도 횡성군 (4273000000),46232,
강원도 횡성군 횡성읍(4273025000),20851,
강원도 횡성군 우천면(4273031000),4463,
강원도 횡성군 안흥면(4273032000),2966,
강원도 횡성군 둔내면(4273033000),5829,
강원도 횡성군 갑천면(4273034000),2369,
강원도 횡성군 청일면(4273035000),2417,
강원도 횡성군 공근면(4273036000),3507,
강원도 횡성군 서원면(4273037000),2102,
강원도 횡성군 강림면(4273038000),1728,
강원도 영월군 (4275000000),38762,
강원도 영월군 영월읍(4275025000),21149,
강원도 영월군 상동읍(4275025300),1103,
강원도 영월군 중동면(4275031000),1475,
강원도 영월군 김삿갓면(4275032500),1743,
강원도 영월군 북면(4275033000),2155,
강원도 영월군 남면(4275034000),2287,
강원도 영월군 한반도면(4275035500),1271,
강원도 영월군 한반도면쌍용출장(4275035900),1758,
강원도 영월군 주천면(4275036000),3817,
강원도 영월군 무릉도원면(4275038000),2004,
강원도 평창군 (4276000000),41758,
강원도 평창군 평창읍(4276025000),8617,
강원도 평창군 미탄면(4276031000),1670,
강원도 평창군 방림면(4276032000),845,
강원도 평창군 방림면계촌출장소(4276032500),1627,
강원도 평창군 대화면(4276033000),5365,
강원도 평창군 봉평면(4276034000),5676,
강원도 평창군 용평면(4276035000),3101,
강원도 평창군 진부면(4276036000),8906,
강원도 평창군 대관령면(4276038000),5951,
강원도 정선군 (4277000000),37036,
강원도 정선군 정선읍(4277025000),10757,
강원도 정선군 고한읍(4277025300),4716,
강원도 정선군 사북읍(4277025600),4865,
강원도 정선군 신동읍(4277025900),1866,
강원도 정선군 신동읍함백출장소(4277026000),1685,
강원도 정선군 남면(4277032000),3293,
강원도 정선군 북평면(4277034000),2596,
강원도 정선군 임계면(4277035000),3540,
강원도 정선군 화암면(4277036000),1677,
강원도 정선군 여량면(4277037000),2041,
강원도 철원군 (4278000000),45093,
강원도 철원군 철원읍(4278025000),5521,
강원도 철원군 김화읍(4278025300),3680,
강원도 철원군 갈말읍(4278025600),12139,
강원도 철원군 동송읍(4278025900),15540,
강원도 철원군 서면(4278031000),1990,
강원도 철원군 서면와수출장소(4278031500),3870,
강원도 철원군 근남면(4278032000),2241,
강원도 철원군 근북면(4278033000),112,
강원도 화천군 (4279000000),24627,
강원도 화천군 화천읍(4279025000),8459,
강원도 화천군 간동면(4279031000),2732,
강원도 화천군 하남면(4279032000),2902,
강원도 화천군 상서면(4279033000),4212,
강원도 화천군 사내면(4279034000),6322,
강원도 양구군 (4280000000),22375,
강원도 양구군 양구읍(4280025000),14322,
강원도 양구군 남면(4280031000),3345,
강원도 양구군 동면(4280032000),2056,
강원도 양구군 방산면(4280033000),1327,
강원도 양구군 해안면(4280034000),1325,
강원도 인제군 (4281000000),31506,
강원도 인제군 인제읍(4281025000),9209,
강원도 인제군 인제읍귀둔출장소(4281025100),507,
강원도 인제군 남면(4281031000),4074,
강원도 인제군 북면(4281032000),8382,
강원도 인제군 기린면(4281033000),5073,
강원도 인제군 서화면(4281034000),2731,
강원도 인제군 상남면(4281035000),1530,
강원도 고성군 (4282000000),26959,
강원도 고성군 간성읍(4282025000),7106,
강원도 고성군 거진읍(4282025300),6420,
강원도 고성군 현내면(4282031000),2427,
강원도 고성군 죽왕면(4282032000),3836,
강원도 고성군 토성면(4282033000),7170,
강원도 양양군 (4283000000),27710,
강원도 양양군 양양읍(4283025000),12109,
강원도 양양군 서면(4283031000),2943,
강원도 양양군 손양면(4283032000),2374,
강원도 양양군 현북면(4283033000),2550,
강원도 양양군 현남면(4283034000),3064,
강원도 양양군 강현면(4283035000),4670,
충청북도  (4300000000),1596613,
충청북도 청주시 (4311000000),840938,
충청북도 청주시 상당구 (4311100000),182086,
충청북도 청주시 상당구 낭성면(4311131000),2278,
충청북도 청주시 상당구 미원면(4311132000),5118,
충청북도 청주시 상당구 가덕면(4311133000),3996,
충청북도 청주시 상당구 남일면(4311134000),7013,
충청북도 청주시 상당구 문의면(4311135000),4136,
충청북도 청주시 상당구 중앙동(4311152500),5895,
충청북도 청주시 상당구 성안동(4311154500),7129,
충청북도 청주시 상당구 탑대성동(4311162000),9270,
충청북도 청주시 상당구 영운동(4311167000),11221,
충청북도 청주시 상당구 금천동(4311168000),30512,
충청북도 청주시 상당구 용담.명암.산성동(4311169000),13827,
충청북도 청주시 상당구 용암1동(4311172000),48682,
충청북도 청주시 상당구 용암2동(4311173000),33009,
충청북도 청주시 서원구 (4311200000),200275,
충청북도 청주시 서원구 남이면(4311231000),10279,
충청북도 청주시 서원구 현도면(4311232000),3461,
충청북도 청주시 서원구 사직1동(4311251000),8146,
충청북도 청주시 서원구 사직2동(4311252000),14787,
충청북도 청주시 서원구 사창동(4311253000),15156,
충청북도 청주시 서원구 모충동(4311254000),15219,
충청북도 청주시 서원구 산남동(4311255000),27362,
충청북도 청주시 서원구 분평동(4311256000),31840,
충청북도 청주시 서원구 수곡1동(4311257000),14114,
충청북도 청주시 서원구 수곡2동(4311258000),13921,
충청북도 청주시 서원구 성화.개신.죽림동(4311259000),45990,
충청북도 청주시 흥덕구 (4311300000),264170,
충청북도 청주시 흥덕구 오송읍(4311325000),21418,
충청북도 청주시 흥덕구 강내면(4311331000),10902,
충청북도 청주시 흥덕구 옥산면(4311332000),17775,
충청북도 청주시 흥덕구 운천.신봉동(4311370000),17761,
충청북도 청주시 흥덕구 복대1동(4311374100),51723,
충청북도 청주시 흥덕구 복대2동(4311374200),16454,
충청북도 청주시 흥덕구 가경동(4311374700),51333,
충청북도 청주시 흥덕구 봉명1동(4311375100),9963,
충청북도 청주시 흥덕구 봉명2.송정동(4311375600),24830,
충청북도 청주시 흥덕구 강서제1동(4311376000),28480,
충청북도 청주시 흥덕구 강서제2동(4311377000),13531,
충청북도 청주시 청원구 (4311400000),194407,
충청북도 청주시 청원구 내수읍(4311425000),19909,
충청북도 청주시 청원구 오창읍(4311425300),68721,
충청북도 청주시 청원구 북이면(4311431000),4717,
충청북도 청주시 청원구 우암동(4311451000),12585,
충청북도 청주시 청원구 내덕1동(4311452000),8927,
충청북도 청주시 청원구 내덕2동(4311453000),11824,
충청북도 청주시 청원구 율량.사천동(4311454000),49152,
충청북도 청주시 청원구 오근장동(4311455000),18572,
충청북도 충주시 (4313000000),210188,
충청북도 충주시 주덕읍(4313025000),4877,
충청북도 충주시 살미면(4313031000),2055,
충청북도 충주시 수안보면(4313032500),3085,
충청북도 충주시 대소원면(4313033500),8550,
충청북도 충주시 신니면(4313035000),3029,
충청북도 충주시 노은면(4313036000),2341,
충청북도 충주시 앙성면(4313037000),4008,
충청북도 충주시 중앙탑면(4313038500),12506,
충청북도 충주시 금가면(4313039000),3690,
충청북도 충주시 동량면(4313040000),3735,
충청북도 충주시 산척면(4313041000),2316,
충청북도 충주시 엄정면(4313042000),3300,
충청북도 충주시 소태면(4313043000),1940,
충청북도 충주시 성내.충인동(4313051500),2814,
충청북도 충주시 교현.안림동(4313053500),23690,
충청북도 충주시 교현2동(4313054000),7205,
충청북도 충주시 용산동(4313055000),15744,
충청북도 충주시 지현동(4313056000),5359,
충청북도 충주시 문화동(4313057100),9703,
충청북도 충주시 호암.직동(4313058000),17469,
충청북도 충주시 달천동(4313060500),3731,
충청북도 충주시 봉방동(4313061000),9403,
충청북도 충주시 칠금.금릉동(4313062500),14860,
충청북도 충주시 연수동(4313063000),38025,
충청북도 충주시 목행.용탄동(4313064000),6753,
충청북도 제천시 (4315000000),133638,
충청북도 제천시 봉양읍(4315025000),6801,
충청북도 제천시 금성면(4315031000),1979,
충청북도 제천시 청풍면(4315032000),1278,
충청북도 제천시 수산면(4315033000),2042,
충청북도 제천시 덕산면(4315034000),2233,
충청북도 제천시 한수면(4315035000),710,
충청북도 제천시 백운면(4315036000),3274,
충청북도 제천시 송학면(4315038000),4628,
충청북도 제천시 교동(4315051000),18947,
충청북도 제천시 의림지동(4315051800),9941,
충청북도 제천시 중앙동(4315052800),6025,
충청북도 제천시 남현동(4315053700),4996,
충청북도 제천시 영서동(4315054700),10339,
충청북도 제천시 용두동(4315056000),17932,
충청북도 제천시 신백동(4315057700),11256,
충청북도 제천시 청전동(4315059000),15863,
충청북도 제천시 화산동(4315060500),15394,
충청북도 보은군 (4372000000),32699,
충청북도 보은군 보은읍(4372025000),14867,
충청북도 보은군 속리산면(4372031500),1926,
충청북도 보은군 장안면(4372032500),1510,
충청북도 보은군 마로면(4372033000),2248,
충청북도 보은군 탄부면(4372034000),1698,
충청북도 보은군 삼승면(4372035000),2364,
충청북도 보은군 수한면(4372036000),1959,
충청북도 보은군 회남면(4372037000),781,
충청북도 보은군 회인면(4372038500),1821,
충청북도 보은군 내북면(4372039000),1722,
충청북도 보은군 산외면(4372040000),1803,
충청북도 옥천군 (4373000000),50778,
충청북도 옥천군 옥천읍(4373025000),29137,
충청북도 옥천군 동이면(4373031000),3235,
충청북도 옥천군 안남면(4373032000),1431,
충청북도 옥천군 안내면(4373033000),1943,
충청북도 옥천군 청성면(4373034000),2345,
충청북도 옥천군 청산면(4373035000),3070,
충청북도 옥천군 이원면(4373036000),4252,
충청북도 옥천군 군서면(4373037000),2300,
충청북도 옥천군 군북면(4373038000),3065,
충청북도 영동군 (4374000000),47963,
충청북도 영동군 영동읍(4374025000),21274,
충청북도 영동군 용산면(4374031000),3395,
충청북도 영동군 황간면(4374032000),4356,
충청북도 영동군 추풍령면(4374033500),2278,
충청북도 영동군 매곡면(4374034000),1940,
충청북도 영동군 상촌면(4374035000),2393,
충청북도 영동군 양강면(4374036000),3296,
충청북도 영동군 용화면(4374037000),981,
충청북도 영동군 학산면(4374038000),2848,
충청북도 영동군 양산면(4374039000),1871,
충청북도 영동군 심천면(4374040000),3331,
충청북도 증평군 (4374500000),37320,
충청북도 증평군 증평읍(4374525000),35394,
충청북도 증평군 도안면(4374531000),1926,
충청북도 진천군 (4375000000),81483,
충청북도 진천군 진천읍(4375025000),30113,
충청북도 진천군 덕산읍(4375025300),25540,
충청북도 진천군 초평면(4375032000),3236,
충청북도 진천군 문백면(4375033000),3590,
충청북도 진천군 백곡면(4375034000),2094,
충청북도 진천군 이월면(4375035000),6263,
충청북도 진천군 광혜원면(4375037000),10647,
충청북도 괴산군 (4376000000),37694,
충청북도 괴산군 괴산읍(4376025000),10123,
충청북도 괴산군 감물면(4376031000),2049,
충청북도 괴산군 장연면(4376032000),1894,
충청북도 괴산군 연풍면(4376033000),2312,
충청북도 괴산군 칠성면(4376034000),3119,
충청북도 괴산군 문광면(4376035000),2168,
충청북도 괴산군 청천면(4376036000),5055,
충청북도 괴산군 청안면(4376037000),3400,
충청북도 괴산군 사리면(4376039000),2761,
충청북도 괴산군 소수면(4376040000),2065,
충청북도 괴산군 불정면(4376041000),2748,
충청북도 음성군 (4377000000),94461,
충청북도 음성군 음성읍(4377025000),17189,
충청북도 음성군 금왕읍(4377025300),20523,
충청북도 음성군 소이면(4377031000),2952,
충청북도 음성군 원남면(4377032000),3078,
충청북도 음성군 맹동면(4377033000),13140,
충청북도 음성군 대소면(4377034000),15713,
충청북도 음성군 삼성면(4377035000),7115,
충청북도 음성군 생극면(4377036000),4600,
충청북도 음성군 감곡면(4377037000),10151,
충청북도 단양군 (4380000000),29451,
충청북도 단양군 단양읍(4380025000),10754,
충청북도 단양군 매포읍(4380025300),5513,
충청북도 단양군 대강면(4380031000),2496,
충청북도 단양군 가곡면(4380032000),2099,
충청북도 단양군 영춘면(4380033000),3346,
충청북도 단양군 어상천면(4380034000),1947,
충청북도 단양군 적성면(4380035000),1546,
충청북도 단양군 단성면(4380036000),1750,
충청남도  (4400000000),2118457,
충청남도 천안시 (4413000000),654251,
충청남도 천안시 동남구 (4413100000),259211,
충청남도 천안시 동남구 목천읍(4413125000),24176,
충청남도 천안시 동남구 풍세면(4413131000),4164,
충청남도 천안시 동남구 광덕면(4413132000),4336,
충청남도 천안시 동남구 북면(4413133000),4355,
충청남도 천안시 동남구 성남면(4413134000),3292,
충청남도 천안시 동남구 수신면(4413135000),2316,
충청남도 천안시 동남구 병천면(4413136000),6139,
충청남도 천안시 동남구 동면(4413137000),2175,
충청남도 천안시 동남구 중앙동(4413151000),5572,
충청남도 천안시 동남구 문성동(4413152000),3723,
충청남도 천안시 동남구 원성1동(4413153000),8962,
충청남도 천안시 동남구 원성2동(4413154000),9589,
충청남도 천안시 동남구 봉명동(4413155000),17512,
충청남도 천안시 동남구 일봉동(4413156000),24822,
충청남도 천안시 동남구 신방동(4413157000),45315,
충청남도 천안시 동남구 청룡동(4413158000),56044,
충청남도 천안시 동남구 신안동(4413159000),36719,
충청남도 천안시 서북구 (4413300000),395040,
충청남도 천안시 서북구 성환읍(4413325000),25012,
충청남도 천안시 서북구 성거읍(4413325300),22416,
충청남도 천안시 서북구 직산읍(4413325600),19546,
충청남도 천안시 서북구 입장면(4413331000),8766,
충청남도 천안시 서북구 성정1동(4413351000),16395,
충청남도 천안시 서북구 성정2동(4413352000),25856,
충청남도 천안시 서북구 쌍용1동(4413353000),14335,
충청남도 천안시 서북구 쌍용2동(4413354000),38602,
충청남도 천안시 서북구 쌍용3동(4413355000),19275,
충청남도 천안시 서북구 백석동(4413356000),41022,
충청남도 천안시 서북구 불당동(4413356500),69053,
충청남도 천안시 서북구 부성1동(4413358000),40138,
충청남도 천안시 서북구 부성2동(4413359000),54624,
충청남도 공주시 (4415000000),105743,
충청남도 공주시 유구읍(4415025000),7568,
충청남도 공주시 이인면(4415031000),3375,
충청남도 공주시 탄천면(4415032000),2980,
충청남도 공주시 계룡면(4415033000),5676,
충청남도 공주시 반포면(4415034000),4276,
충청남도 공주시 의당면(4415036000),4701,
충청남도 공주시 정안면(4415037000),4721,
충청남도 공주시 우성면(4415038000),5341,
충청남도 공주시 사곡면(4415039000),2998,
충청남도 공주시 신풍면(4415040000),3270,
충청남도 공주시 중학동(4415051000),4753,
충청남도 공주시 웅진동(4415054000),8332,
충청남도 공주시 금학동(4415055000),5475,
충청남도 공주시 옥룡동(4415056000),8102,
충청남도 공주시 신관동(4415057000),19598,
충청남도 공주시 월송동(4415059000),14577,
충청남도 보령시 (4418000000),100646,
충청남도 보령시 웅천읍(4418025000),6382,
충청남도 보령시 주포면(4418031000),1633,
충청남도 보령시 오천면(4418032000),2213,
충청남도 보령시 오천면어항출장소(4418032500),1653,
충청남도 보령시 오천면원산도출장(4418032700),1145,
충청남도 보령시 천북면(4418033000),3632,
충청남도 보령시 청소면(4418034000),2672,
충청남도 보령시 청라면(4418035000),3966,
충청남도 보령시 남포면(4418036000),5177,
충청남도 보령시 주산면(4418038000),2483,
충청남도 보령시 미산면(4418039000),1787,
충청남도 보령시 성주면(4418040000),2314,
충청남도 보령시 주교면(4418041000),5381,
충청남도 보령시 대천1동(4418051500),14763,
충청남도 보령시 대천2동(4418052500),7026,
충청남도 보령시 대천3동(4418053500),16797,
충청남도 보령시 대천4동(4418054500),15029,
충청남도 보령시 대천5동(4418056500),6593,
충청남도 아산시 (4420000000),313757,
충청남도 아산시 염치읍(4420025000),6622,
충청남도 아산시 배방읍(4420025300),73619,
충청남도 아산시 송악면(4420031000),4256,
충청남도 아산시 탕정면(4420033000),20956,
충청남도 아산시 음봉면(4420035000),19825,
충청남도 아산시 둔포면(4420036000),21249,
충청남도 아산시 영인면(4420037000),5600,
충청남도 아산시 인주면(4420038000),6591,
충청남도 아산시 선장면(4420039000),3229,
충청남도 아산시 도고면(4420040000),4529,
충청남도 아산시 신창면(4420041000),20178,
충청남도 아산시 온양1동(4420057000),9577,
충청남도 아산시 온양2동(4420058000),7051,
충청남도 아산시 온양3동(4420059000),37053,
충청남도 아산시 온양4동(4420060000),18420,
충청남도 아산시 온양5동(4420061000),25818,
충청남도 아산시 온양6동(4420062000),29184,
충청남도 서산시 (4421000000),174645,
충청남도 서산시 대산읍(4421025000),13658,
충청남도 서산시 인지면(4421031000),7437,
충청남도 서산시 부석면(4421032000),5393,
충청남도 서산시 팔봉면(4421033000),3375,
충청남도 서산시 지곡면(4421034000),8100,
충청남도 서산시 성연면(4421036000),14269,
충청남도 서산시 음암면(4421037000),9532,
충청남도 서산시 운산면(4421038000),5209,
충청남도 서산시 해미면(4421039000),7470,
충청남도 서산시 고북면(4421040000),6427,
충청남도 서산시 부춘동(4421051000),19624,
충청남도 서산시 동문1동(4421052500),19241,
충청남도 서산시 동문2동(4421053500),9063,
충청남도 서산시 수석동(4421054000),16266,
충청남도 서산시 석남동(4421055000),29581,
충청남도 논산시 (4423000000),118032,
충청남도 논산시 강경읍(4423025000),8561,
충청남도 논산시 연무읍(4423025300),13942,
충청남도 논산시 성동면(4423031000),4217,
충청남도 논산시 광석면(4423032000),4351,
충청남도 논산시 노성면(4423033000),3073,
충청남도 논산시 상월면(4423034000),3673,
충청남도 논산시 부적면(4423035000),3625,
충청남도 논산시 연산면(4423036000),6182,
충청남도 논산시 벌곡면(4423038000),2489,
충청남도 논산시 양촌면(4423039000),6454,
충청남도 논산시 가야곡면(4423040000),3517,
충청남도 논산시 은진면(4423041000),4013,
충청남도 논산시 채운면(4423042000),2297,
충청남도 논산시 취암동(4423051000),34917,
충청남도 논산시 부창동(4423052000),16721,
충청남도 계룡시 (4425000000),42757,
충청남도 계룡시 두마면(4425031000),6817,
충청남도 계룡시 엄사면(4425031500),18339,
충청남도 계룡시 신도안면(4425033000),8946,
충청남도 계룡시 금암동(4425051000),8655,
충청남도 당진시 (4427000000),166136,
충청남도 당진시 합덕읍(4427025000),9283,
충청남도 당진시 송악읍(4427025300),30403,
충청남도 당진시 고대면(4427031000),5524,
충청남도 당진시 석문면(4427032000),9671,
충청남도 당진시 대호지면(4427033000),2439,
충청남도 당진시 정미면(4427034000),3729,
충청남도 당진시 면천면(4427035000),3596,
충청남도 당진시 순성면(4427036000),5169,
충청남도 당진시 우강면(4427037000),5190,
충청남도 당진시 신평면(4427038000),16000,
충청남도 당진시 송산면(4427039000),12089,
충청남도 당진시 당진1동(4427051000),23749,
충청남도 당진시 당진2동(4427052000),20593,
충청남도 당진시 당진3동(4427053000),18701,
충청남도 금산군 (4471000000),51781,
충청남도 금산군 금산읍(4471025000),22941,
충청남도 금산군 금성면(4471031000),3348,
충청남도 금산군 제원면(4471032000),2856,
충청남도 금산군 부리면(4471033000),2531,
충청남도 금산군 군북면(4471034000),2588,
충청남도 금산군 남일면(4471035000),2888,
충청남도 금산군 남이면(4471036000),2156,
충청남도 금산군 진산면(4471037000),3269,
충청남도 금산군 복수면(4471038000),3093,
충청남도 금산군 추부면(4471039000),6111,
충청남도 부여군 (4476000000),66214,
충청남도 부여군 부여읍(4476025000),20703,
충청남도 부여군 규암면(4476031000),12020,
충청남도 부여군 은산면(4476032000),3823,
충청남도 부여군 외산면(4476033000),2385,
충청남도 부여군 내산면(4476034000),1566,
충청남도 부여군 구룡면(4476035000),2447,
충청남도 부여군 홍산면(4476036000),2899,
충청남도 부여군 옥산면(4476037000),1436,
충청남도 부여군 남면(4476038000),1896,
충청남도 부여군 충화면(4476039000),1160,
충청남도 부여군 양화면(4476040000),1753,
충청남도 부여군 임천면(4476041000),2952,
충청남도 부여군 장암면(4476042000),2787,
충청남도 부여군 세도면(4476043000),3213,
충청남도 부여군 석성면(4476044000),3003,
충청남도 부여군 초촌면(4476045000),2171,
충청남도 서천군 (4477000000),52374,
충청남도 서천군 장항읍(4477025000),11192,
충청남도 서천군 서천읍(4477025300),13798,
충청남도 서천군 마서면(4477031000),5035,
충청남도 서천군 화양면(4477032000),2301,
충청남도 서천군 기산면(4477033000),1701,
충청남도 서천군 한산면(4477034000),2578,
충청남도 서천군 마산면(4477035000),1527,
충청남도 서천군 시초면(4477036000),1288,
충청남도 서천군 문산면(4477037000),1281,
충청남도 서천군 판교면(4477038000),2140,
충청남도 서천군 종천면(4477039000),2065,
충청남도 서천군 비인면(4477040000),3019,
충청남도 서천군 서면(4477041000),4449,
충청남도 청양군 (4479000000),31139,
충청남도 청양군 청양읍(4479025000),10043,
충청남도 청양군 운곡면(4479031000),2183,
충청남도 청양군 대치면(4479032000),2270,
충청남도 청양군 정산면(4479033000),3569,
충청남도 청양군 목면(4479034000),1555,
충청남도 청양군 청남면(4479035000),1960,
충청남도 청양군 장평면(4479036000),2385,
충청남도 청양군 남양면(4479037000),2788,
충청남도 청양군 화성면(4479038000),2218,
충청남도 청양군 비봉면(4479039000),2168,
충청남도 홍성군 (4480000000),99973,
충청남도 홍성군 홍성읍(4480025000),38487,
충청남도 홍성군 광천읍(4480025300),8625,
충청남도 홍성군 홍북읍(4480025600),28202,
충청남도 홍성군 금마면(4480032000),3493,
충청남도 홍성군 홍동면(4480033000),3452,
충청남도 홍성군 장곡면(4480034000),2972,
충청남도 홍성군 은하면(4480035000),2359,
충청남도 홍성군 결성면(4480036000),2133,
충청남도 홍성군 서부면(4480037000),3266,
충청남도 홍성군 갈산면(4480038000),3543,
충청남도 홍성군 구항면(4480039000),3441,
충청남도 예산군 (4481000000),78726,
충청남도 예산군 예산읍(4481025000),33868,
충청남도 예산군 삽교읍(4481025300),9616,
충청남도 예산군 대술면(4481031000),2541,
충청남도 예산군 신양면(4481032000),3135,
충청남도 예산군 광시면(4481033000),3231,
충청남도 예산군 대흥면(4481034000),1762,
충청남도 예산군 응봉면(4481035000),2542,
충청남도 예산군 덕산면(4481036000),6735,
충청남도 예산군 봉산면(4481037000),2540,
충청남도 예산군 고덕면(4481038000),4601,
충청남도 예산군 신암면(4481039000),3614,
충청남도 예산군 오가면(4481040000),4541,
충청남도 태안군 (4482500000),62283,
충청남도 태안군 태안읍(4482525000),29359,
충청남도 태안군 안면읍(4482525300),8666,
충청남도 태안군 고남면(4482531000),2385,
충청남도 태안군 남면(4482532000),4402,
충청남도 태안군 근흥면(4482533000),5405,
충청남도 태안군 소원면(4482534000),5358,
충청남도 태안군 원북면(4482535000),4409,
